Flow Duration;Total Fwd Packets;Packet Length Mean;Flow Bytes/s;Fwd Packet Length Max;Label
651,925434;1;1294;1,984889576;1240;0
2896,55767;1;310;0,10702359;256;0
827182,87;40;252,03;69717401,39;914,4;1
52,860646;1;1514;28,64134448;0;0
2814,004228;1;1514;0,538023356;0;0
1;2;450;900000000;450;1
523,475878;1;1292;2,468117542;1238;0
50,654467;1;1514;29,88877506;0;0
55,820519;1;1514;27,12264235;0;0
304301,44;59;601,2;24634090,78;996,86;1
97,712928;1;1292;13,22240581;1238;0
194,135101;1;1292;6,655159148;1238;0
2177,456809;1;191;0,08771701;157;0
2328,036345;1;194;0,083332032;160;0
188521;17;510,2043222;1151794,939;1395,521281;1
353,288033;1;1292;3,657072631;1238;0
51,285032;1;1514;29,52128353;0;0
394269,75;14;546,84;63947159,2;1057,34;1
50,401994;1;1514;30,03849352;0;0
2505,883253;1;1164;0,464506875;1130;0
49,671988;1;1514;30,47995521;0;0
2641,063938;1;1274;0,482381354;1240;0
2910,507739;1;1514;0,520184152;1460;0
414,200678;1;1466;3,539347168;0;0
625,98812;1;1294;2,067131878;1240;0
169257;18;64;1725397,848;1514;0
2814,04854;1;1514;0,538014884;0;0
67505,38;53;257,63;380669,9;1243,03;1
416373,11;56;801,71;91961139,46;1098,3;1
53770;19;610,2720604;1303344,511;1334,100988;1
906361,13;36;779,08;51625231,72;196,65;1
56,30556;1;1514;26,88899592;0;0
52,847646;1;1514;28,64838997;0;0
569159,21;51;779,29;79512426,9;823,34;1
1;2;617;1234000000;617;1
2950,101104;1;74;0,025083886;0;0
50,155127;1;1514;30,18634505;0;0
90016;16;593,890848;248191,5531;1387,390758;1
320593,72;26;671,03;47218127,24;994,77;1
53,352298;1;1514;28,37740882;0;0
2042,209299;1;791;0,387325628;0;0
340,124616;1;1466;4,310184934;0;0
2895,602991;1;1514;0,522861734;1460;0
2378,847924;1;74;0,031107495;0;0
2861,98206;1;1514;0,529004015;0;0
623,606093;1;1294;2,07502783;1240;0
2894,553573;1;1514;0,523051297;1460;0
21119;15;436,351017;1477362,958;1514;1
52,646345;1;1514;28,75793127;0;0
64,725534;1;1292;19,96121005;1238;0
92,746008;1;1294;13,95208283;1240;0
85723;24;512,2032053;2596503,643;1071,240623;0
51,726081;1;1514;29,26956656;0;0
2938,067103;1;1292;0,439744892;1238;0
557,842339;1;1294;2,319651821;1240;0
545799,64;52;294,72;92771722,71;473,38;1
2895,166475;1;1514;0,522940568;1460;0
2052,012793;1;1094;0,533135078;1060;0
2253,086414;1;1209;0,536597261;1175;0
2895,74199;1;1514;0,522836636;1460;0
580,528338;1;1294;2,229004018;1240;0
184854;13;561,9879453;1015598,253;1514;1
55,576426;1;1514;27,24176565;0;0
2890,203594;1;1514;0,523838529;0;0
2937,065151;1;1292;0,439894906;1238;0
1;2;455;910000000;455;1
130397,08;98;1471,5;57010709,34;149,47;1
573,98804;1;1294;2,25440237;1240;0
448494,07;36;861,31;19149026,52;841,76;1
714,744082;1;1292;1,807640008;1238;0
2215,560028;1;86;0,038816371;52;0
1451,613817;1;1514;1,042977121;1460;0
415,666508;1;1292;3,108261003;1238;0
2894,73316;1;104;0,035927318;50;0
645,379173;1;1294;2,005022864;1240;0
93,015678;1;1294;13,91163311;1240;0
50,087445;1;1514;30,22713516;0;0
92,740845;1;1294;13,95285956;1240;0
2721,976565;1;189;0,069434837;155;0
460,210493;1;102;0,22163771;48;0
975856,06;13;417,52;9247690,21;868,5;1
55,405193;1;54;0,974637865;0;0
1079,280933;1;1292;1,197093323;1238;0
184857;17;738,1589417;952866,4261;1514;1
938528;35;1157,95;36914979,35;770,5;1
714,733649;1;1292;1,807666394;1238;0
50,199237;1;1514;30,15982035;0;0
37148,61;72;1167,12;54160560,32;303,22;1
51,6287;1;54;1,04592986;0;0
107608,26;62;1353,69;58058752,8;1388,7;1
444,97476;1;1294;2,908030103;1240;0
295631,21;51;1324,14;69349184,2;816,22;1
627,529113;1;1294;2,062055722;1240;0
560,812031;1;1294;2,30736847;1240;0
560,139017;1;1294;2,310140802;1240;0
598,125421;1;512;0,856007756;458;0
52,798058;1;1514;28,67529657;0;0
448,085607;1;1292;2,883377589;1238;0
2886,970189;1;1177;0,407693853;1123;0
2883,854299;1;1514;0,524991849;0;0
51,924216;1;1514;29,1578783;0;0
53,736143;1;54;1,004910215;0;0
240,892967;1;273;1,133283392;0;0
55,650585;1;1514;27,20546375;0;0
809974,24;59;387,27;7763503,49;1382;1
55,218877;1;1514;27,41815942;0;0
2881,702238;1;91;0,031578558;37;0
380246,84;91;994,96;81783256,05;969,56;1
2895,213892;1;1514;0,522932003;1460;0
50,029802;1;1514;30,26196205;0;0
2941,795304;1;109;0,037052204;0;0
52954;23;513,2945976;1230293,559;1488,35807;1
2942,88032;1;74;0,025145433;0;0
66482;24;814,0584597;1010010,129;1514;1
51,503458;1;1514;29,39608386;0;0
282,951027;1;1292;4,56616118;1238;0
196130;17;264,9075232;862929,8012;1302,266274;1
52,491024;1;1514;28,84302602;0;0
2030,96839;1;1168;0,575095115;1134;0
603,243761;1;1294;2,14506984;1240;0
2721,015378;1;184;0,067621816;150;0
53,874627;1;66;1,225066464;0;0
2615,837538;1;127;0,048550416;93;0
2025,060375;1;551;0,272090653;517;0
101649;23;240,8744902;1022583,915;1362,826983;1
560,00734;1;1294;2,310683995;1240;0
51,496469;1;1514;29,40007344;0;0
65781;18;523,6104649;1709874,084;1514;0
561,004593;1;1294;2,306576477;1240;0
51,835328;1;1514;29,20787867;0;0
10465,66;47;1161;39046963,32;732,15;1
2939,818932;1;74;0,025171618;0;0
560,081825;1;1294;2,310376698;1240;0
753696,26;68;1344,36;39988949,12;434,19;1
677,527668;1;1292;1,906933191;1238;0
242797,95;43;96,01;94434799,43;1290,37;1
601,042115;1;1292;2,149599779;1238;0
2716,774763;1;178;0,065518865;144;0
53,73901;1;1514;28,17320177;0;0
2337,210812;1;1216;0,520278271;1182;0
75403;19;626,0727819;806828,2734;1514;1
2915,880912;1;1514;0,519225594;1460;0
2890,22928;1;1514;0,523833874;1460;0
1079,270024;1;1292;1,197105423;1238;0
2220,995049;1;198;0,089149231;164;0
2889,56162;1;563;0,194839243;509;0
679,589928;1;102;0,150090511;48;0
1079,242486;1;1292;1,197135969;1238;0
2365,712796;1;1218;0,514855396;1184;0
378,19584;1;581;1,536241114;0;0
33706;25;654,4800284;50639,13683;1052,059666;1
876429,72;43;809,85;62030603,9;1262,94;1
2886,793822;1;1514;0,524457267;1460;0
62,453803;1;227;3,634686528;173;0
51,322748;1;1514;29,49958896;0;0
625,825478;1;1294;2,067669092;1240;0
2891,493929;1;1514;0,523604765;1460;0
49,715554;1;1514;30,45324547;0;0
52921;23;433,1803648;1358494,381;1500,63717;1
55706;17;237,1892991;2018314,544;1514;1
708894,92;42;1234,98;99182357,73;977,29;1
2822,663714;1;1514;0,536372786;0;0
2886,954531;1;1514;0,524428072;1460;0
2888,021369;1;1514;0,524234348;1460;0
433908,69;54;1138,99;41609670,19;1321,96;1
329029,43;98;948,49;34150087,41;231,36;1
2525,451103;1;190;0,075234084;156;0
996729,67;43;430,27;75594082,47;795,05;1
2121,89646;1;127;0,059852119;93;0
2891,926685;1;1514;0,523526411;0;0
2813,816763;1;116;0,041225144;0;0
679679,43;69;1129,28;45429690,06;499,27;1
2895,046024;1;1514;0,522962325;1460;0
480134,14;54;1142,62;90644577,73;1334,51;1
350,329733;1;1292;3,68795416;1238;0
511,882332;1;96;0,187543101;42;0
53,521648;1;1514;28,28761872;0;0
365973,92;2;745,66;61549744,51;546,08;1
632,318269;1;1294;2,046437785;1240;0
31089;25;327,6371985;883489,4003;1514;1
325468,08;66;1477,06;11401482,5;1219,85;1
2893,411125;1;1514;0,523257821;1460;0
54,253309;1;1514;27,90613144;0;0
51,017759;1;1514;29,6759403;0;0
2893,830777;1;1514;0,52318194;1460;0
422891,56;64;557,32;81526251,61;1311,95;1
78499;25;214,7607956;1230141,916;1514;1
2404,697257;1;1194;0,4965282;1160;0
83,696528;1;1294;15,46061725;1240;0
2950,081167;1;74;0,025084056;0;0
560,139603;1;1294;2,310138385;1240;0
461048,65;26;1238,41;78215283,06;243,64;1
2628,136136;1;127;0,04832322;93;0
54,684394;1;1514;27,68614337;0;0
2297,951949;1;1087;0,473029908;1053;0
51,803565;1;1514;29,22578727;0;0
817,632951;1;1292;1,580171148;1238;0
2894,385252;1;1514;0,523081714;1460;0
636,037367;1;1294;2,03447166;1240;0
2250,023037;1;1123;0,499106001;1089;0
2016,055288;1;1170;0,580341227;1136;0
2217,462732;1;1207;0,544315799;1173;0
2895,785308;1;1514;0,522828814;1460;0
2302,265591;1;127;0,055163053;93;0
54,935105;1;1514;27,55979027;0;0
2517,594717;1;1133;0,45003272;1099;0
2822,473354;1;1514;0,536408961;0;0
77785;18;559,4433386;1089427,362;1514;1
59,2007;1;1294;21,85784928;0;0
104,760914;1;95;0,906826749;41;0
564,016696;1;1294;2,294258321;1240;0
888999,05;77;1057,92;74676085,92;356,48;1
41915;19;741,3470391;1120910,397;1514;1
513,831674;1;206;0,4009095;0;0
56,359695;1;1514;26,86316832;0;0
51,142205;1;1514;29,60372887;0;0
1029,732264;1;1292;1,254695074;1238;0
46432,47;97;861,03;34042466,33;1317,99;1
46;2;513;22304347,83;513;1
55,411765;1;1514;27,32271698;0;0
21403;22;475,1390377;1166535,108;1044,532477;1
56575;18;362,5859604;1654553,76;1514;1
75115;12;780,8255152;952849,0888;1514;1
983,623137;1;1292;1,313511192;1238;0
55,744485;1;1514;27,15963692;0;0
833036,17;94;1308,39;16562734,75;281,47;1
2823,375794;1;1514;0,536237508;0;0
52,765072;1;1514;28,69322288;0;0
2894,686664;1;1514;0,523027248;1460;0
661740,63;12;574,48;61791590,51;830,44;1
442,062178;1;1292;2,922665773;1238;0
672761,97;80;1027,55;34676883,31;1133,02;1
864,699867;1;1292;1,494160052;1238;0
85043;21;227,0942034;428930,4977;1321,925184;1
546231,71;85;1425,33;13995425,83;85,77;1
126,10419;1;1292;10,24549612;1238;0
2895,801368;1;1514;0,522825915;1460;0
163695,43;30;303,03;83761156,74;977,54;1
51,694171;1;1514;29,2876342;0;0
612435,03;44;113,47;15418676,89;1116,43;1
433,816342;1;1292;2,978218827;1238;0
353,28902;1;1292;3,657062414;1238;0
2624,953257;1;1111;0,423245632;1077;0
710956,58;54;1450,75;53683658,7;531,13;1
54,99809;1;1514;27,52822821;0;0
2459,349973;1;1216;0,494439593;1182;0
786,31659;1;97;0,123359981;43;0
64845;19;175,454929;809422,1273;1105,050886;1
511,279504;1;96;0,187764225;42;0
311450,93;75;539,33;27398696,38;878,73;1
52,645606;1;1514;28,75833495;0;0
801,787742;1;1292;1,611399041;1238;0
1168,909409;1;66;0,056462887;0;0
49,74003;1;1514;30,43826008;0;0
682101,34;14;634,4;72257187,35;741,25;1
165474;21;644,9651121;1015938,051;1514;1
2573,85197;1;1241;0,482156711;1207;0
424,827266;1;1292;3,041236051;1238;0
6833;21;697,4654259;864123,7883;1514;1
52847;28;338,5126457;1081972,477;1514;1
76245;20;396,3947641;666314,8327;1316,088414;1
1957,812339;1;1108;0,565937796;1074;0
2893,714625;1;1514;0,52320294;1460;0
591593,6;25;118,33;50222069,6;435,42;1
328458,28;23;356,27;17991203,44;583,86;1
2882,860746;1;109;0,037809665;55;0
393499,4;98;417,38;92923586,08;330,17;1
786,319681;1;97;0,123359496;43;0
258321,2;29;1031,29;57457024,42;1115,08;1
560,103309;1;1294;2,310288079;1240;0
709,243447;1;94;0,132535592;40;0
52,508722;1;1514;28,83330452;0;0
2946,47332;1;74;0,02511477;0;0
625,353387;1;98;0,156711392;44;0
51,218218;1;1514;29,55979395;0;0
435,162273;1;1466;3,368858211;0;0
50,850186;1;66;1,29793033;0;0
727,768726;1;1292;1,775289253;1238;0
2686,28868;1;158;0,058817208;124;0
2937,848816;1;101;0,034378896;47;0
865510,24;27;141,37;94057121,58;987,6;1
280,631084;1;95;0,338522726;41;0
481300,64;13;231,05;25261854,35;1252,22;1
55,624589;1;1514;27,21817815;0;0
50,672921;1;54;1,065657907;0;0
105584,88;13;727,04;44150007,34;244,67;1
293215,19;9;1234,26;54701952,12;571,21;1
441,274885;1;1294;2,932412519;1240;0
120513;24;769,2027646;1428838,38;1389,896509;1
1983,204336;1;1162;0,585920461;1128;0
2939,835336;1;74;0,025171478;0;0
828993,43;61;1429,63;23900787,93;255,83;1
54,509432;1;1514;27,77500914;0;0
2881,601811;1;1514;0,525402224;1460;0
1;2;403;806000000;403;1
87,162931;1;1294;14,84576035;1240;0
2899,132381;1;412;0,142111482;358;0
650,952835;1;97;0,149012332;43;0
2190,938784;1;127;0,057966019;93;0
50,649706;1;54;1,066146345;0;0
727,739616;1;1292;1,775360266;1238;0
2937,985695;1;1292;0,439757076;1238;0
2637,994675;1;127;0,048142629;93;0
51,834843;1;1514;29,20815195;0;0
52,476413;1;1514;28,85105678;0;0
157676,87;91;1228;1095541,4;628,17;1
11228;22;496,0993868;1447926,951;1452,097652;1
56,215679;1;1514;26,93198766;0;0
2388,109474;1;704;0,294793856;670;0
523694,8;83;207,4;21444744,72;502,45;1
725665,85;25;754,16;38136453,36;469,04;1
2214,413704;1;1202;0,542807334;1168;0
746,357378;1;1292;1,731074196;1238;0
71862;18;762,0082413;856966,5504;1514;1
2895,662817;1;1514;0,522850931;1460;0
2711,175757;1;172;0,06344111;138;0
97538;21;600,4091231;1169703,34;813,8985452;1
994003,74;45;925,15;24660158,6;627,05;1
565,97469;1;1294;2,286321315;1240;0
55,735293;1;1514;27,16411615;0;0
2895,321219;1;1514;0,522912618;1460;0
2937,194913;1;101;0,03438655;47;0
17781;17;741,5906952;1454640,329;1514;1
642,566146;1;1294;2,013800456;1240;0
678,705687;1;60;0,088403561;0;0
741,99765;1;1292;1,741245405;1238;0
52,022453;1;1514;29,10281779;0;0
541,783653;1;1292;2,384715726;1238;0
50,814494;1;1514;29,79464816;0;0
237957,16;92;1476,56;28458310,4;665,7;1
1940,057574;1;710;0,36596852;676;0
1;2;458;916000000;458;1
52,243408;1;1514;28,97973216;0;0
2948,956585;1;74;0,025093621;0;0
51,681814;1;1514;29,29463681;0;0
560,193623;1;98;0,174939513;44;0
90983,79;4;1396;72972735,83;1319,59;1
2821,152437;1;1514;0,536660118;0;0
439,567267;1;1294;2,943804269;1240;0
956552,24;93;64,58;53476001,27;133,03;1
603,417333;1;1294;2,144452814;1240;0
49,777144;1;54;1,084835219;0;0
350,335026;1;1292;3,687898441;1238;0
53,688468;1;1514;28,19972386;0;0
2050,348432;1;1236;0,602824369;1202;0
53,477417;1;1514;28,31101531;0;0
817,617106;1;1292;1,58020177;1238;0
2447,563999;1;1133;0,462909244;1099;0
1;2;943;1886000000;943;1
69457,46;86;1375,64;14808176,05;521,6;1
2937,147816;1;93;0,031663371;39;0
53,039045;1;1514;28,54500814;0;0
2130,53245;1;127;0,059609512;93;0
145,277561;1;74;0,509369781;0;0
694537,65;66;457,2;8713580,49;389,08;1
62,661303;1;74;1,180952123;0;0
2148,095679;1;174;0,081001978;140;0
2053,996605;1;175;0,085199751;141;0
1;2;426;852000000;426;1
307,934572;1;338;1,097635763;284;0
890074,64;17;175,92;6908739,51;1270,96;1
2090,795733;1;183;0,087526484;149;0
278062,58;42;543,99;55776985,29;802;1
953,188596;1;1292;1,355450542;1238;0
134546;24;196,4209274;184006,2248;1160,426461;1
1379,348069;1;99;0,071773037;45;0
622,225851;1;1294;2,079630725;1240;0
53,593982;1;54;1,007575794;0;0
55,069791;1;1514;27,49238639;0;0
102289;22;521,3377617;1169582,828;1414,989417;1
2319,415369;1;170;0,073294332;136;0
49,652923;1;54;1,087549245;0;0
2942,0132;1;11594;3,940838877;0;0
50,549441;1;1514;29,95087463;0;0
53,860848;1;1514;28,1094715;0;0
574,485382;1;1292;2,248969318;1238;0
55,650405;1;1514;27,20555174;0;0
930808,66;4;863,99;87997154,89;1144,33;1
2381,949693;1;1164;0,488675308;1130;0
760,603146;1;1292;1,698651925;1238;0
1;2;463;926000000;463;1
997,94792;1;1292;1,294656738;1238;0
633798,6;81;424,56;65309407,29;841,85;1
2241,896376;1;1172;0,522771709;1138;0
51,666656;1;1514;29,30323129;0;0
625,905908;1;1294;2,067403393;1240;0
561,092318;1;1294;2,306215851;1240;0
332651,41;73;133,59;26460384,96;590,08;1
234024,38;52;349,52;90124147,23;275,35;1
52,397224;1;1514;28,89465997;0;0
148636,35;88;1420,24;8694447,26;114,65;1
677,880392;1;1292;1,90594095;1238;0
1702,196933;1;873;0,512866627;0;0
2182,896639;1;1225;0,561180945;1191;0
810,923097;1;1292;1,593246022;1238;0
55,142871;1;1514;27,45595115;0;0
222,510589;1;1292;5,806465211;1238;0
54412,26;85;949,24;37289343,05;626,78;1
53,914195;1;1514;28,08165775;0;0
443,550285;1;1294;2,917369328;1240;0
51,368191;1;1514;29,47349208;0;0
52,597886;1;1514;28,78442626;0;0
109866;14;428,5728742;176772,0827;1514;1
52,759521;1;1514;28,69624179;0;0
2945,489359;1;74;0,02512316;0;0
1672,387451;1;74;0,04424812;0;0
519744,15;8;609,01;47133617,94;797,55;1
56272;17;636,1882086;795074,9792;1424,093354;1
1;2;617;1234000000;617;1
2291,293922;1;1195;0,521539375;1161;0
84,196284;1;1292;15,3450951;1238;0
847,091968;1;1292;1,525218096;1238;0
2816,318762;1;1514;0,537581193;0;0
49,624541;1;1514;30,5090977;0;0
659820,2;44;953,42;4881837,5;685,69;1
897066,16;91;315,05;60987560,25;278,1;1
50,536455;1;1514;29,9585709;0;0
583,723977;1;1292;2,213374898;1238;0
955699,77;53;613,21;58026437,3;1369,72;1
713568,44;2;711,13;43723164,39;818,82;1
282896,47;37;1068,95;47009502,76;745,34;1
625,946785;1;1294;2,067268383;1240;0
164649,85;44;193,29;94284579,6;1103,47;1
52,166533;1;1514;29,02243803;0;0
334,592524;1;1292;3,861413222;1238;0
971134,4;99;1156,19;84857699,81;163,95;1
2460,406134;1;1160;0,471466878;1126;0
1982,942077;1;1096;0,552714077;1062;0
559,189373;1;1292;2,310487395;1238;0
2892,061372;1;1514;0,52350203;0;0
910,436382;1;1292;1,419099702;1238;0
51,542467;1;1514;29,37383596;0;0
64,62692;1;1292;19,9916688;1238;0
469,203023;1;1292;2,753605441;1238;0
2894,921757;1;104;0,035924978;50;0
964858,3;79;307,63;29972315,68;1268,66;1
40778;28;402,0003261;256948,4752;1511,482953;1
159382,99;94;630,5;98456810,84;650,03;1
707845,8;91;957,39;15133781,29;240,28;1
335,679738;1;1292;3,84890671;1238;0
146,702898;1;155;1,056557171;0;0
2886,937768;1;1514;0,524431117;1460;0
50;2;675;27000000;675;1
565,577038;1;1294;2,287928807;1240;0
2278,635362;1;1222;0,536285893;1188;0
1615;24;948,8813476;2350364,473;1514;1
2897,444595;1;1514;0,522529405;1460;0
174,666838;1;94;0,538167408;40;0
623,62293;1;1294;2,074971807;1240;0
2561,120892;1;1103;0,430670806;1069;0
2421,945458;1;127;0,052437184;93;0
51,234986;1;66;1,288182234;0;0
1963,731897;1;564;0,287208249;530;0
872,775645;1;1292;1,480334615;1238;0
2530,040512;1;127;0,050196825;93;0
52,183558;1;1514;29,01296939;0;0
165112,29;23;982,29;26147572,43;404,66;1
2895,398286;1;1514;0,5228987;1460;0
842745,79;4;710,17;35805344,2;1081,08;1
775034,91;75;766,07;36154956,35;216,91;1
2894,919172;1;66;0,022798564;0;0
995890,39;97;1390,64;63717692,1;535,43;1
54,46721;1;1514;27,79653983;0;0
2938,123712;1;1292;0,439736419;1238;0
30819;24;359,0467273;1973502,757;1514;1
2894,270774;1;1514;0,523102404;1460;0
1671,163827;1;1292;0,773113909;1238;0
1;2;614;1228000000;614;1
976,123216;1;1292;1,323603391;1238;0
920379,97;78;1046,42;74074749,22;280,09;1
2120,194827;1;113;0,053296989;79;0
50,180743;1;1514;30,17093569;0;0
981826,21;99;1338,62;74489942,25;986,97;1
2567,536265;1;177;0,068937683;143;0
780135,86;91;1013,82;89552778,97;695,01;1
2272,628752;1;127;0,055882422;93;0
606285;17;726,4139193;1430084,452;1514;1
2895,360461;1;1514;0,522905531;1460;0
2893,265163;1;1514;0,523284218;1460;0
1669,249475;1;1514;0,906994444;0;0
323,542072;1;1292;3,993298269;1238;0
741,959855;1;1292;1,741334103;1238;0
175370;18;406,1758584;824326,813;1341,663488;1
2324,794709;1;543;0,23356901;509;0
52,762831;1;1514;28,69444157;0;0
1;2;483;966000000;483;1
2760,021898;1;220;0,079709512;186;0
2822,594439;1;1514;0,53638595;0;0
49,719411;1;1514;30,45088305;0;0
76364;14;492,724534;839859,3691;1323,885957;0
2886,96983;1;1177;0,407693904;1123;0
2157,97592;1;170;0,078777524;136;0
2910,719979;1;729;0,250453498;0;0
2105,784256;1;1165;0,553238061;1131;0
560,841649;1;1294;2,307246618;1240;0
490101,77;49;160,22;58094082,84;1261,38;1
2551,990377;1;1122;0,43965683;1088;0
55,668985;1;1514;27,19647166;0;0
646,548425;1;1292;1,998303527;1238;0
379,164672;1;1292;3,407490444;1238;0
281149,43;61;970,58;32751053,45;272,57;1
56,004122;1;1514;27,03372393;0;0
2182,323258;1;1202;0,550789162;1168;0
560,396646;1;1294;2,309078769;1240;0
2815,88405;1;1514;0,537664184;0;0
108429;15;904,3574982;1176906,436;1191,272718;1
2936,817614;1;1292;0,439931984;1238;0
51,977803;1;1514;29,12781771;0;0
2895,6344;1;1514;0,522856062;1460;0
54,202657;1;54;0,996261106;0;0
51,446429;1;1514;29,42866978;0;0
184810;15;407,8377587;1188288,989;1509,431861;1
733545,02;4;187,6;25955463,9;1048,67;1
974297,97;68;528,94;344692,26;420,97;1
53,718671;1;66;1,228623075;0;0
292011,51;37;113,07;90859578,86;917,19;1
2247,157598;1;1214;0,540238032;1180;0
367748,65;46;1497,58;68165325,19;1507,22;1
2893,732552;1;97;0,03352072;43;0
56,228701;1;1514;26,92575048;0;0
1662,660703;1;97;0,058340225;43;0
565,982235;1;1294;2,286290837;1240;0
323,530047;1;1292;3,993446692;1238;0
55,479223;1;54;0,973337334;0;0
625,356457;1;98;0,156710623;44;0
1079,293183;1;1292;1,197079736;1238;0
560,071385;1;1294;2,310419765;1240;0
23763;24;539,797086;1263913,276;1514;0
969,44885;1;1292;1,332716005;1238;0
1458,645987;1;2837;1,944954446;0;0
2895,070805;1;1514;0,522957849;1460;0
2895,54085;1;1514;0,522872955;1460;0
55902,92;95;476,47;32420906,86;1367,18;1
454,215589;1;1292;2,844464233;1238;0
2916,588615;1;1514;0,519099606;1460;0
51,594286;1;1514;29,34433419;0;0
559,186347;1;97;0,173466324;43;0
2562,935917;1;166;0,06476947;132;0
2893,096719;1;95;0,032836787;41;0
2045,943932;1;1143;0,558666336;1109;0
2895,523283;1;1514;0,522876127;1460;0
51,269689;1;1514;29,53011809;0;0
435,156131;1;1466;3,368905761;0;0
579,776447;1;1294;2,231894732;1240;0
924,751653;1;1292;1,397131862;1238;0
68,188855;1;361;5,294120201;307;0
2916,017687;1;74;0,025377075;0;0
52,890362;1;1514;28,62525258;0;0
556079,12;57;1423,96;81547777,64;1481,77;1
585,005034;1;1294;2,211946774;1240;0
49,90661;1;1514;30,33666221;0;0
52,66026;1;1514;28,75033225;0;0
812556,43;41;1051,48;84524625,45;1159,54;1
2937,007081;1;101;0,034388749;47;0
195420;14;399,7203959;759127,9448;1514;1
84,196753;1;1292;15,34500962;1238;0
2822,740121;1;1514;0,536358267;0;0
92,793148;1;1294;13,94499501;1240;0
324615,18;54;468,65;99319797,95;168,5;1
108019;18;575,4417633;1263957,618;1514;1
2901,325157;1;95;0,032743658;41;0
52,534752;1;1514;28,81901815;0;0
7696;18;692,298658;729734,0159;1514;1
53,393704;1;1514;28,35540257;0;0
50,039323;1;74;1,478836924;0;0
2937,801559;1;1292;0,43978464;1238;0
79,725272;1;1514;18,99021406;0;0
50,748132;1;1514;29,83360984;0;0
2937,8114;1;1292;0,439783166;1238;0
506036,18;33;98,21;35615732,63;476,08;1
445,634067;1;54;0,121175655;0;0
198747;15;946,7444076;2137657,72;1514;1
52,916361;1;1514;28,61118835;0;0
961,914328;1;1292;1,343154958;1238;0
2128,220011;1;1181;0,55492383;1147;0
49,578973;1;1514;30,53713859;0;0
54,281215;1;66;1,215890226;0;0
53,56311;1;1514;28,26572191;0;0
149,500417;1;1466;9,805992649;0;0
2250,490111;1;1095;0,48656068;1061;0
1666,242418;1;66;0,039610083;0;0
125420;21;548,6414615;796815,8204;1514;1
254215,67;79;1010,99;17851841,92;623,3;1
50,46555;1;1514;30,00066322;0;0
2119,901702;1;1238;0,583989342;1204;0
2945,533005;1;74;0,025122788;0;0
607252,84;39;117,33;75889789,17;1029,39;1
344,520615;1;1292;3,750138424;1238;0
562773,99;42;128,83;65968697,71;1145,08;1
56,38093;1;1514;26,85305072;0;0
1;2;470;940000000;470;1
902,273704;1;1292;1,431937995;1238;0
600268,11;2;1462,86;9411624,83;623,94;1
50,41989;1;1514;30,02783167;0;0
2946,724314;1;74;0,025112631;0;0
523,470501;1;1292;2,468142895;1238;0
2938,922703;1;40394;13,74449214;0;0
56,243066;1;1514;26,9188734;0;0
55,213513;1;1514;27,4208231;0;0
733900;15;545,8242687;970642,9242;1514;0
868964,64;63;437,46;23822621,18;1504,14;1
588,784475;1;110;0,186825578;56;0
2909,092651;1;1514;0,520437188;1460;0
51,258448;1;1514;29,53659405;0;0
847,114024;1;95;0,112145469;41;0
54,976054;1;1514;27,53926232;0;0
2689,855776;1;196;0,07286636;162;0
127,515326;1;342;2,68203053;288;0
953603,25;75;1071,88;10436913,84;885,96;1
52,834751;1;1514;28,65538197;0;0
2937,030604;1;1292;0,439900081;1238;0
2473,978339;1;191;0,077203586;157;0
53,612867;1;1514;28,23948907;0;0
2883,977347;1;239;0,082871663;185;0
87,192256;1;1294;14,84076734;1240;0
2221,435123;1;180;0,0810287;146;0
969,492278;1;1292;1,332656307;1238;0
611597,44;2;747,64;39349485,08;1318,39;1
51,930133;1;1514;29,154556;0;0
374244,15;79;126,93;34488021,1;1080,35;1
54,905184;1;1514;27,57480919;0;0
2949,849044;1;74;0,025086029;0;0
409,677188;1;178;0,434488433;0;0
2817,37471;1;1514;0,537379708;0;0
957646,77;15;256,56;44350318,9;84,5;1
557,63126;1;254;0,455498136;200;0
1303,933026;1;66;0,050616097;0;0
2823,273687;1;1514;0,536256901;0;0
2033,917783;1;1085;0,533453224;1051;0
442,077779;1;1292;2,922562631;1238;0
290,105022;1;1292;4,453559565;1238;0
120658,6;20;215,18;17874650,06;418,98;1
2213,739172;1;1192;0,538455485;1158;0
59,136213;1;1294;21,88168488;0;0
267393;84;314,58;89265561,5;1444,13;1
2431,961788;1;794;0,326485393;760;0
2420,154366;1;1227;0,506992453;1193;0
2286,829796;1;1098;0,480140674;1064;0
2447,01641;1;1205;0,49243642;1171;0
2899,60501;1;74;0,025520717;0;0
82,9785;1;1466;17,66722684;0;0
2083,917857;1;182;0,087335496;148;0
2889,771937;1;1514;0,523916777;1460;0
2024,795777;1;165;0,0814897;131;0
607,0514;1;1294;2,131615211;1240;0
51,812285;1;1514;29,22086858;0;0
2895,672287;1;1514;0,522849221;1460;0
53,039045;1;1514;28,54500814;0;0
2894,566168;1;1514;0,523049021;1460;0
316,716092;1;90;0,284166173;0;0
51,697661;1;1514;29,28565706;0;0
2819,148101;1;1514;0,537041668;0;0
201,468719;1;159;0,789204399;0;0
52,374926;1;1514;28,90696153;0;0
2476,796745;1;174;0,07025203;140;0
2710,130499;1;1274;0,470088064;1240;0
49,835059;1;1514;30,38021826;0;0
350,348995;1;1292;3,687751399;1238;0
991882,67;65;1030,66;53936671,09;963,79;1
